ORD,NOMBRE COMPLETO DE LA UNIDAD,Unidad,Unidad Padre,Unidad Abuelo,PROVINCIA,CANTÓN/CIUDAD,PARROQUIA,DIRECCION,REGIONES
1,ACADEMIA DE GUERRA DE LA FUERZA TERRESTRE,A.G.F.T,C.E.D.F.T,C.G.F.T,PICHINCHA,RUMINAHUI ,SAN RAFAEL,PICHINCHA  / RUMINAHUI  / SAN RAFAEL,SIERRA
2,COMANDO GENERAL DE LA FUERZA TERRESTRE,C.G.F.T,C.G.F.T,C.G.F.T,PICHINCHA,QUITO ,SAN SEBASTIAN,PICHINCHA  / QUITO  / SAN SEBASTIAN,SIERRA
3,FUNDACIÓN VIRGEN DE LA MERCED,F.V MERCED,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,SAN SEBASTIAN,PICHINCHA  / QUITO  / SAN SEBASTIAN,SIERRA
4,COMANDO Y ESTADO MAYOR DE LA 1-BI,C.E.M 1,1 B.I,III.D.E,EL ORO,MACHALA ,MACHALA,EL ORO  / MACHALA  / MACHALA,COSTA
5,"GRUPO DE ARTILLERÍA DE 105 MM. NRO. 13 ""MARISCAL SUCRE""",G.A.105 13,13 B.I,I.D.E,PICHINCHA,MEJIA ,MACHACHI,PICHINCHA  / MEJIA  / MACHACHI,SIERRA
6,COMPAÑIA LOGÍSTICA DEL B.S 50,CIA. LOG/50,NO ENCONTRADO,NO ENCONTRADO,MORONA SANTIAGO,TAISHA ,TAISHA,MORONA SANTIAGO  / TAISHA  / TAISHA,ORIENTE
7,COMPAÑIA LOGÍSTICA DEL B.S 63,CIA. LOG/63,NO ENCONTRADO,NO ENCONTRADO,MORONA SANTIAGO,GUALAQUIZA ,GUALAQUIZA,MORONA SANTIAGO  / GUALAQUIZA  / GUALAQUIZA,ORIENTE
8,COMANDO DE APOYO LOGÍSTICO NRO. 11,C.A.L 11,11 B.C.B,I.D.E,CHIMBORAZO,RIOBAMBA ,RIOBAMBA,CHIMBORAZO  / RIOBAMBA  / RIOBAMBA,SIERRA
9,ESCUADRÓN DE COMUNICACIONES NRO. 9,E.C 9,9 B.F.E,I.D.E,COTOPAXI,LATACUNGA ,GUAYTACAMA,COTOPAXI  / LATACUNGA  / GUAYTACAMA,SIERRA
10,COMANDO DE APOYO LOGÍSTICO NRO. 9,C.A.L 9,9 B.F.E,I.D.E,COTOPAXI,LATACUNGA ,GUAYTACAMA,COTOPAXI  / LATACUNGA  / GUAYTACAMA,SIERRA
11,"BRIGADA DE FUERZAS ESPECIALES NRO. 9 ""PATRIA""",9 B.F.E,NO ENCONTRADO,NO ENCONTRADO,COTOPAXI,LATACUNGA ,GUAYTACAMA,COTOPAXI  / LATACUNGA  / GUAYTACAMA,SIERRA
12,BANDA DE MÚSICOS NRO. 9,B.MUS 9,NO ENCONTRADO,NO ENCONTRADO,COTOPAXI,LATACUNGA ,GUAYTACAMA,COTOPAXI  / LATACUNGA  / GUAYTACAMA,SIERRA
13,"GRUPO DE FUERZAS ESPECIALES NRO. 53 ""RAYO""",G.F.E 53,19 B.S,IV.D.E,SUCUMBIOS,LAGO AGRIO ,NUEVA LOJA,SUCUMBIOS  / LAGO AGRIO  / NUEVA LOJA,ORIENTE
14,PERSONAL A DISP. DE E.1 P.S. EN OTROS ORGANISMOS,DISP.E.1,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,SAN SEBASTIAN,PICHINCHA  / QUITO  / SAN SEBASTIAN,SIERRA
15,"GRUPO DE ARTILLERÍA DE 155 MM. NRO. 11 ""TNTE. RODRÍGUEZ""",G.A.AP.155 11,11 B.C.B,I.D.E,CHIMBORAZO,RIOBAMBA ,RIOBAMBA,CHIMBORAZO  / RIOBAMBA  / RIOBAMBA,SIERRA
16,COMPAÑIA LOGÍSTICA DEL G.A.E 44,CIA. LOG/44,NO ENCONTRADO,NO ENCONTRADO,PASTAZA,MERA ,SHELL,PASTAZA  / MERA  / SHELL,ORIENTE
17,ESCUADRÓN DE MORTEROS BLINDADO 120MM No.11,E.M.B 11,NO ENCONTRADO,NO ENCONTRADO,CHIMBORAZO,RIOBAMBA ,RIOBAMBA,CHIMBORAZO  / RIOBAMBA  / RIOBAMBA,SIERRA
18,COMPAÑIA LOGÍSTICA DEL B.I 39,CIA. LOG/39,NO ENCONTRADO,NO ENCONTRADO,CARCHI,TULCAN ,TULCAN,CARCHI  / TULCAN  / TULCAN,SIERRA
19,"BATALLÓN DE INFANTERÍA MOTORIZADA NRO. 39 ""MAYOR MOLINA""",B.I.MOT 39,31 B.I,IV.D.E,CARCHI,TULCAN ,TULCAN,CARCHI  / TULCAN  / TULCAN,SIERRA
20,"BATALLÓN DE INGENIEROS DE COMBATE NRO. 67 ""MONTUFAR""",B.E 67,C.E.E,C.O.T,STO. DOMINGO DE LOS TSÁCHILAS,STO. DOMINGO DE LOS COLORADOS ,STO. DOMINGO DE LOS CO,STO. DOMINGO DE LOS TSÁCHILAS  / STO. DOMINGO DE LOS COLORADOS  / STO. DOMINGO DE LOS CO,COSTA
21,COMPAÑIA LOGÍSTICA DEL B.E 67,CIA.LOG/67,NO ENCONTRADO,NO ENCONTRADO,STO. DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO ,CHIGUILPE,STO. DOMINGO DE LOS TSÁCHILAS  / SANTO DOMINGO  / CHIGUILPE,COSTA
22,"UNIDAD EDUCATIVA DE FF.AA. COLEGIO MILITAR NRO. 8 ""GRAL. JOSÉ VILLAMIL JOLY""",UE-COMIL8,C.E.D.F.T,C.G.F.T,GUAYAS,PLAYAS ,GENERAL VILLAMIL (PLAYAS),GUAYAS  / PLAYAS  / GENERAL VILLAMIL (PLAYAS),COSTA
23,COMPAÑIA LOGÍSTICA DEL G.C.B 32,CIA. LOG/32,NO ENCONTRADO,NO ENCONTRADO,CHIMBORAZO,RIOBAMBA ,RIOBAMBA,CHIMBORAZO  / RIOBAMBA  / RIOBAMBA,SIERRA
24,COMPAÑIA LOGÍSTICA DEL G.F.E 53,CIA. LOG/53,NO ENCONTRADO,NO ENCONTRADO,SUCUMBIOS,LAGO AGRIO ,NUEVA LOJA,SUCUMBIOS  / LAGO AGRIO  / NUEVA LOJA,ORIENTE
25,"UNIDAD EDUCATIVA DE FF.AA. COLEGIO MILITAR NRO. 7 ""GRAB. MIGUEL ITURRALDE""",UE-COMIL7,C.E.D.F.T,C.G.F.T,MANABÍ,PORTOVIEJO ,PORTOVIEJO,MANABÍ / PORTOVIEJO  / PORTOVIEJO,COSTA
26,"UNIDAD EDUCATIVA DE FF.AA. COLEGIO MILITAR NRO. 6 ""COMBATIENTES DE TAPI""",UE-COMIL6,C.E.D.F.T,C.G.F.T,CHIMBORAZO,RIOBAMBA ,RIOBAMBA,CHIMBORAZO  / RIOBAMBA  / RIOBAMBA,SIERRA
27,"UNIDAD EDUCATIVA DE FF.AA. COLEGIO MILITAR NRO. 5 ""LAURO GUERRERO""",UE-COMIL5,C.E.D.F.T,C.G.F.T,LOJA,LOJA ,EL SAGRARIO,LOJA  / LOJA  / EL SAGRARIO,SIERRA
28,"BATALLÓN DE SELVA NRO. 57 ""MONTECRISTI""",B.S 57,19 B.S,IV.D.E,ORELLANA,AGUARICO ,TIPUTINI,ORELLANA  / AGUARICO  / TIPUTINI,ORIENTE
29,COMPAÑIA POLICÍA MILITAR NRO. 17,C.P.M 17,NO ENCONTRADO,NO ENCONTRADO,PASTAZA,MERA ,SHELL,PASTAZA  / MERA  / SHELL,ORIENTE
30,"BRIGADA DE SELVA NRO. 19 ""NAPO""",19 B.S,NO ENCONTRADO,NO ENCONTRADO,ORELLANA,ORELLANA ,PTO FCO DE ORELLANA,ORELLANA  / ORELLANA  / PTO FCO DE ORELLANA,ORIENTE
31,COMPAÑIA DE COMUNICACIONES NRO. 13,C.C 13,13 B.I,I.D.E,PICHINCHA,MEJIA ,MACHACHI,PICHINCHA  / MEJIA  / MACHACHI,SIERRA
32,"BRIGADA DE INFANTERÍA NRO. 13 ""PICHINCHA""",13 B.I,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,MEJIA ,MACHACHI,PICHINCHA  / MEJIA  / MACHACHI,SIERRA
33,BANDA DE MÚSICOS I.D.E,B.MUS I.D.E,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,MEJIA ,MACHACHI,PICHINCHA  / MEJIA  / MACHACHI,SIERRA
34,POLICLINICO ESMIL,POL. ESMIL,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,POMASQUI,PICHINCHA  / QUITO  / POMASQUI,SIERRA
35,"BATALLÓN DE COMUNICACIONES NRO. 1 ""RUMIÃ‘AHUI""",B.C 1,AGR.COM.GE,C.O.T,PICHINCHA,QUITO ,EL INCA,PICHINCHA  / QUITO  / EL INCA,SIERRA
36,COMPAÑIA LOGÍSTICA DEL B.S 57,CIA. LOG/57,NO ENCONTRADO,NO ENCONTRADO,ORELLANA,AGUARICO ,TIPUTINI,ORELLANA  / AGUARICO  / TIPUTINI,ORIENTE
37,SECRETARÍA GENERAL,S.G,C.G.F.T,C.G.F.T,PICHINCHA,QUITO ,SAN SEBASTIAN,PICHINCHA  / QUITO  / SAN SEBASTIAN,SIERRA
38,DIRECCIÓN DE ASESORÍA JURÍDICA,D.A.J,C.G.F.T,C.G.F.T,PICHINCHA,QUITO ,SAN SEBASTIAN,PICHINCHA  / QUITO  / SAN SEBASTIAN,SIERRA
39,AGRUPAMIENTO DE COMUNICACIONES Y GUERRA ELECT. DE LA FT.,AGR.COM.GE,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,EL INCA,PICHINCHA  / QUITO  / EL INCA,SIERRA
40,COMPAÑIA LOGÍSTICA DEL G.A.A.R 79,CIA. LOG/79,NO ENCONTRADO,NO ENCONTRADO,AZUAY,CUENCA ,CUENCA,AZUAY  / CUENCA  / CUENCA,SIERRA
41,"BATALLÓN DE OPERACIONES ESPECIALES DE SELVA NRO. 47 ""IWIAS""",B.O.E.S 47,17 B.S,IV.D.E,PASTAZA,MERA ,SHELL,PASTAZA  / MERA  / SHELL,ORIENTE
42,COMPAÑIA DE MORTEROS 4.2 PULGADAS NRO.13,C.M 13,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,MEJIA ,MACHACHI,PICHINCHA  / MEJIA  / MACHACHI,SIERRA
43,COMPAÑIA LOGÍSTICA DEL B.I 15,CIA. LOG/15,NO ENCONTRADO,NO ENCONTRADO,GUAYAS,GUAYAQUIL ,GUAYAQUIL,GUAYAS  / GUAYAQUIL  / GUAYAQUIL,COSTA
44,ESCUADRÓN POLICÍA MILITAR NRO. 11,E.P.M 11,NO ENCONTRADO,NO ENCONTRADO,CHIMBORAZO,RIOBAMBA ,RIOBAMBA,CHIMBORAZO  / RIOBAMBA  / RIOBAMBA,SIERRA
45,DESTACAMENTO DE INTELIGENCIA MANABÍ,D.I.MA,G.I.M 85,29 B.I.M,GUAYAS,GUAYAQUIL ,GUAYAQUIL,GUAYAS  / GUAYAQUIL  / GUAYAQUIL,COSTA
46,"GRUPO DE CABALLERÍA MECANIZADA NRO. 36 ""YAGUACHI """,G.C.M 36,31 B.I,IV.D.E,IMBABURA,IBARRA ,LA ESPERANZA,IMBABURA  / IBARRA  / LA ESPERANZA,SIERRA
47,COMPAÑIA LOGÍSTICA DEL G.C.B 31,CIA. LOG/31,NO ENCONTRADO,NO ENCONTRADO,CHIMBORAZO,RIOBAMBA ,RIOBAMBA,CHIMBORAZO  / RIOBAMBA  / RIOBAMBA,SIERRA
48,"BATALLÓN DE INFANTERÍA MOTORIZADA NRO. 15 ""GUAYAQUIL""",B.I.MOT 15,5 B.I,II.D.E,GUAYAS,GUAYAQUIL ,GUAYAQUIL,GUAYAS  / GUAYAQUIL  / GUAYAQUIL,COSTA
49,HOSPITAL DE DIVISIÓN DE LA III.D.E.,H.D III.D.E,III.D.E,C.O.T,AZUAY,CUENCA ,CUENCA,AZUAY  / CUENCA  / CUENCA,SIERRA
50,COMANDO Y ESTADO MAYOR DE LA 9-BFE,C.E.M 9,9 B.F.E,I.D.E,COTOPAXI,LATACUNGA ,GUAYTACAMA,COTOPAXI  / LATACUNGA  / GUAYTACAMA,SIERRA
51,COMPAÑIA LOGÍSTICA DEL G.A 13,CIA. LOG/13,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,MEJIA ,MACHACHI,PICHINCHA  / MEJIA  / MACHACHI,SIERRA
52,COMANDO Y ESTADO MAYOR DE LA 15-BAE,C.E.M 15,15 B.A.E,C.G.F.T,PICHINCHA,RUMINAHUI ,COTOGCHOA,PICHINCHA  / RUMINAHUI  / COTOGCHOA,SIERRA
53,"GRUPO DE CABALLERÍA BLINDADO NRO. 31 ""MACHALA""",G.C.B 31,11 B.C.B,I.D.E,CHIMBORAZO,RIOBAMBA ,RIOBAMBA,CHIMBORAZO  / RIOBAMBA  / RIOBAMBA,SIERRA
54,SEGUNDA BATERIA DE AMETRALLADORA MISILES,BAAA.2,NO ENCONTRADO,NO ENCONTRADO,CHIMBORAZO,RIOBAMBA ,RIOBAMBA,CHIMBORAZO  / RIOBAMBA  / RIOBAMBA,SIERRA
55,"UNIDAD EDUCATIVA DE FF.AA. COLEGIO MILITAR NRO. 3 ""HÉROES DEL 41""",UE-COMIL3,C.E.D.F.T,C.G.F.T,EL ORO,MACHALA ,MACHALA,EL ORO  / MACHALA  / MACHALA,COSTA
56,"UNIDAD EDUCATIVA DE FF.AA. COLEGIO MILITAR NRO. 4 ""ABDÓN CALDERÓN""",UE-COMIL4,C.E.D.F.T,C.G.F.T,AZUAY,CUENCA ,MACHANGARA,AZUAY  / CUENCA  / MACHANGARA,SIERRA
57,"GRUPO DE CABALLERÍA BLINDADO NRO. 32 ""AZUAY""",G.C.B 32,11 B.C.B,I.D.E,CHIMBORAZO,RIOBAMBA ,RIOBAMBA,CHIMBORAZO  / RIOBAMBA  / RIOBAMBA,SIERRA
58,"BRIGADA DE CABALLERÍA BLINDADA NRO. 11 ""GALÍPAGOS""",11 B.C.B,NO ENCONTRADO,NO ENCONTRADO,CHIMBORAZO,RIOBAMBA ,RIOBAMBA,CHIMBORAZO  / RIOBAMBA  / RIOBAMBA,SIERRA
59,BANDA DE MÚSICOS NRO. 11,B.MUS 11,NO ENCONTRADO,NO ENCONTRADO,CHIMBORAZO,RIOBAMBA ,RIOBAMBA,CHIMBORAZO  / RIOBAMBA  / RIOBAMBA,SIERRA
60,"GRUPO DE ARTILLERÃA ANTI-AÉREA NRO. 12 ""CABO QUIROZ""",G.A.AA 12,11 B.C.B,I.D.E,CHIMBORAZO,RIOBAMBA ,RIOBAMBA,CHIMBORAZO  / RIOBAMBA  / RIOBAMBA,SIERRA
61,COMPAÑIA POLICÍA MILITAR NRO. 19,C.P.M 19,NO ENCONTRADO,NO ENCONTRADO,ORELLANA,ORELLANA ,PTO FCO DE ORELLANA,ORELLANA  / ORELLANA  / PTO FCO DE ORELLANA,ORIENTE
62,ESCUELA DE INFANTERÍA DE LA FUERZA TERRESTRE,ES.INF,C.E.D.F.T,C.G.F.T,PICHINCHA,MEJIA ,ALOAG,PICHINCHA  / MEJIA  / ALOAG,SIERRA
63,"UNIDAD EDUCATIVA DE FF.AA. COLEGIO MILITAR NRO. 10 ""ABDÓN CALDERÓN""",UE-COMIL10,C.E.D.F.T,C.G.F.T,PICHINCHA,QUITO ,ATAHUALPA,PICHINCHA  / QUITO  / ATAHUALPA,SIERRA
64,"BRIGADA DE AVIACIÓN DEL EJÉRCITO NRO. 15 ""PAQUISHA""",15 B.A.E,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,AMAGUANA,PICHINCHA  / QUITO  / AMAGUANA,SIERRA
65,FUERZA TERRESTRE,EC,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,SAN SEBASTIAN,PICHINCHA  / QUITO  / SAN SEBASTIAN,SIERRA
66,"BATALLÓN DE INFANTERÍA MOTORIZADA NRO. 2 ""IMBABURA""",B.I.MOT 2,1 B.I,III.D.E,EL ORO,SANTA ROSA ,SANTA ROSA,EL ORO  / SANTA ROSA  / SANTA ROSA,COSTA
67,COMPAÑIA LOGÍSTICA DEL B.I 37,CIA. LOG/37,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,MEJIA ,MACHACHI,PICHINCHA  / MEJIA  / MACHACHI,SIERRA
68,ESCUADRÓN DE COMUNICACIONES NRO. 15,E.C 15,15 B.A.E,C.G.F.T,PICHINCHA,RUMINAHUI ,COTOGCHOA,PICHINCHA  / RUMINAHUI  / COTOGCHOA,SIERRA
69,ESCUADRÓN POLICÍA MILITAR NRO. 15,E.P.M 15,15 B.A.E,C.G.F.T,PICHINCHA,RUMINAHUI ,COTOGCHOA,PICHINCHA  / RUMINAHUI  / COTOGCHOA,SIERRA
70,COMPAÑIA LOGÍSTICA DEL G.A.A.P 11,CIA. LOG/11 (G.A 11),NO ENCONTRADO,NO ENCONTRADO,CHIMBORAZO,RIOBAMBA ,RIOBAMBA,CHIMBORAZO  / RIOBAMBA  / RIOBAMBA,SIERRA
71,"BATALLÓN DE INFANTERÍA MOTORIZADA NRO. 37 ""VENCEDORES""",B.I.MOT 37,13 B.I,I.D.E,PICHINCHA,MEJIA ,MACHACHI,PICHINCHA  / MEJIA  / MACHACHI,SIERRA
72,"UNIDAD EDUCATIVA DE FF.AA. COLEGIO MILITAR NRO. 9 ""EUGENIO ESPEJO""",UE-COMIL9,C.E.D.F.T,C.G.F.T,GUAYAS,SALINAS ,SALINAS,GUAYAS  / SALINAS  / SALINAS,COSTA
73,COLEGIOS MILITARES,COMILES,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,ATAHUALPA,PICHINCHA  / QUITO  / ATAHUALPA,SIERRA
74,"UNIDAD EDUCATIVA DE FF.AA. COLEGIO MILITAR NRO. 1 ""ELOY ALFARO""",UE-COMIL1,C.E.D.F.T,C.G.F.T,PICHINCHA,QUITO ,ELOY ALFARO,PICHINCHA  / QUITO  / ELOY ALFARO,SIERRA
75,"ESCUELA DE FORMACIÓN DE SLDOS. DE LA F.T. ""VENCEDORES DEL CENEPA""",ES.FOR.S.FT,C.E.D.F.T,C.G.F.T,TUNGURAHUA,AMBATO ,AMBATO,TUNGURAHUA  / AMBATO  / AMBATO,SIERRA
76,DIRECCIÓN DE COMUNICACIÓN SOCIAL,D.C.S,C.G.F.T,C.G.F.T,PICHINCHA,QUITO ,SAN SEBASTIAN,PICHINCHA  / QUITO  / SAN SEBASTIAN,SIERRA
77,"BRIGADA DE SELVA NRO. 21 ""CÓNDOR""",21 B.S,NO ENCONTRADO,NO ENCONTRADO,MORONA SANTIAGO,GUALAQUIZA ,GUALAQUIZA,MORONA SANTIAGO  / GUALAQUIZA  / GUALAQUIZA,ORIENTE
78,ESCUADRÓN DE APOYO AL DESARROLLO Y AMBIENTE NRO. 11,E.A.D.Y.A 11 (-),NO ENCONTRADO,NO ENCONTRADO,CHIMBORAZO,RIOBAMBA ,RIOBAMBA,CHIMBORAZO  / RIOBAMBA  / RIOBAMBA,SIERRA
79,ESCUADRÓN DE INGENIEROS BLINDADOS NRO. 11,E.E.B 11,11 B.C.B,I.D.E,CHIMBORAZO,RIOBAMBA ,RIOBAMBA,CHIMBORAZO  / RIOBAMBA  / RIOBAMBA,SIERRA
80,"GRUPO DE AVIACIÓN DEL EJÉRCITO NRO. 44 ""PASTAZA""",G.A.E 44,15 B.A.E,C.G.F.T,PASTAZA,MERA ,SHELL,PASTAZA  / MERA  / SHELL,ORIENTE
81,"UNIDAD EDUCATIVA DE FF.AA. COLEGIO MILITAR NRO. 2 ""TNTE. HUGO ORTÍZ""",UE-COMIL2,C.E.D.F.T,C.G.F.T,GUAYAS,GUAYAQUIL ,GUAYAQUIL,GUAYAS  / GUAYAQUIL  / GUAYAQUIL,COSTA
82,HOSPITAL DE BRIGADA NRO. 17,H.B 17,17 B.S,IV.D.E,PASTAZA,PASTAZA ,PUYO,PASTAZA  / PASTAZA  / PUYO,ORIENTE
83,COMPAÑIA LOGÍSTICA DEL B.O.E.S 47,CIA. LOG/47,NO ENCONTRADO,NO ENCONTRADO,PASTAZA,MERA ,SHELL,PASTAZA  / MERA  / SHELL,ORIENTE
84,ESCUADRÓN DE COMUNICACIONES NRO. 11,E.C 11,11 B.C.B,I.D.E,CHIMBORAZO,RIOBAMBA ,RIOBAMBA,CHIMBORAZO  / RIOBAMBA  / RIOBAMBA,SIERRA
85,GRUPO DE FUERZAS ESPECIALES NRO. 25,G.F.E 25,9 B.F.E,I.D.E,COTOPAXI,LATACUNGA ,LA MATRIZ,COTOPAXI  / LATACUNGA  / LA MATRIZ,SIERRA
86,COMPAÑIA LOGÍSTICA DEL B.S 62,CIA. LOG/62,NO ENCONTRADO,NO ENCONTRADO,ZAMORA CHINCHIPE,ZAMORA ,ZAMORA,ZAMORA CHINCHIPE  / ZAMORA  / ZAMORA,ORIENTE
87,COMANDO Y ESTADO MAYOR DEL CEDFT,C.E.M C.E.D,C.E.D.F.T,C.G.F.T,PICHINCHA,QUITO ,ATAHUALPA,PICHINCHA  / QUITO  / ATAHUALPA,SIERRA
88,COMPAÑIA LOGÍSTICA DEL G.A 1,CIA. LOG/1 (G.A 1),NO ENCONTRADO,NO ENCONTRADO,EL ORO,PASAJE ,CASACAY,EL ORO  / PASAJE  / CASACAY,COSTA
89,"BATALLÓN DE SELVA NRO. 63 ""GUALAQUIZA""",B.S 63,21 B.S,III.D.E,MORONA SANTIAGO,GUALAQUIZA ,GUALAQUIZA,MORONA SANTIAGO  / GUALAQUIZA  / GUALAQUIZA,ORIENTE
90,PELOTÓN SERVICIOS III.D.E,PEL.SER III.D.E,NO ENCONTRADO,NO ENCONTRADO,AZUAY,CUENCA ,CUENCA,AZUAY  / CUENCA  / CUENCA,SIERRA
91,COMPAÑIA DE COMUNICACIONES NRO. 7,C.C 7,7 B.I,III.D.E,LOJA,LOJA ,EL SAGRARIO,LOJA  / LOJA  / EL SAGRARIO,SIERRA
92,"GRUPO DE CABALLERÍA MEC. NRO. 18 """"CAZADORES DE LOS RÍOS""",G.C.M 18,7 B.I,III.D.E,LOJA,LOJA ,SAN SEBASTIAN,LOJA  / LOJA  / SAN SEBASTIAN,SIERRA
93,POLICLÍNICO NRO. 9,POL. 9,9 B.F.E,I.D.E,COTOPAXI,LATACUNGA ,GUAYTACAMA,COTOPAXI  / LATACUNGA  / GUAYTACAMA,SIERRA
94,COMPAÑIA POLICÍA MILITAR NRO. 1,C.P.M 1,NO ENCONTRADO,NO ENCONTRADO,EL ORO,MACHALA ,MACHALA,EL ORO  / MACHALA  / MACHALA,COSTA
95,"GRUPO DE ART. LANZ. MULT. DE 122 NRO. 80 ""ABDÓN CALDERÓN""",G.A.L.M 80,27 B.A,III.D.E,AZUAY,CUENCA ,CUENCA,AZUAY  / CUENCA  / CUENCA,SIERRA
96,COMPAÑIA LOGÍSTICA DEL G.C.M 12,CIA. LOG/12,NO ENCONTRADO,NO ENCONTRADO,MANABÍ,PORTOVIEJO ,PORTOVIEJO,MANABÍ / PORTOVIEJO  / PORTOVIEJO,COSTA
97,DIRECCIÓN DE DOCTRINA CONJUNTA Y EDUCACIÓN MILITAR,DOC.CONJ.,CC.FF.AA,CC.FF.AA,PICHINCHA,RUMINAHUI ,SANGOLQUI,PICHINCHA  / RUMINAHUI  / SANGOLQUI,SIERRA
98,COMPAÑIA POLICÍA MILITAR DE LA I.D.E,C.P.M I.D.E,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,VILLA FLORA,PICHINCHA  / QUITO  / VILLA FLORA,SIERRA
99,COMPAÑIA LOGÍSTICA DEL G.L.M 80,CIA. LOG/80,NO ENCONTRADO,NO ENCONTRADO,AZUAY,CUENCA ,CUENCA,AZUAY  / CUENCA  / CUENCA,SIERRA
100,"BATALLÓN DE INFANTERÍA MOTORIZADA NRO. 38 ""AMBATO""",B.I.MOT 38,13 B.I,I.D.E,PICHINCHA,MEJIA ,MACHACHI,PICHINCHA  / MEJIA  / MACHACHI,SIERRA
101,BATERÃA DE LOCALIZACIÓN DE BLANCOS NRO. 27,B.L.B 27 (-),NO ENCONTRADO,NO ENCONTRADO,AZUAY,CUENCA ,CUENCA,AZUAY  / CUENCA  / CUENCA,SIERRA
102,COMPAÑIA DE MORTEROS 4.2 PULGADAS NRO. 8,C.M. 4.2/20,NO ENCONTRADO,NO ENCONTRADO,LOJA,LOJA ,SAN SEBASTIAN,LOJA  / LOJA  / SAN SEBASTIAN,SIERRA
103,"CENTRO DE MOVILIZACIÓN ""QUEVEDO""",CENMOV.QUEVEDO,DIRMOV,CC.FF.AA,LOS RÍOS,QUEVEDO ,QUEVEDO,LOS RÁOS  / QUEVEDO  / QUEVEDO,COSTA
104,"CENTRO DE MOVILIZACIÓN ""PORTOVIEJO""",CENMOV.PORTOVIEJO,DIRMOV,CC.FF.AA,MANABÍ,PORTOVIEJO ,PORTOVIEJO,MANABÍ / PORTOVIEJO  / PORTOVIEJO,COSTA
105,"CENTRO DE MOVILIZACIÓN ""LA LIBERTAD""",CENMOV.LIBERTAD,DIRMOV,CC.FF.AA,GUAYAS,LA LIBERTAD ,LA LIBERTAD,GUAYAS  / LA LIBERTAD  / LA LIBERTAD,COSTA
106,"BRIGADA DE INTELIGENCIA MILITAR NRO. 29 ""GRAL. CALICUCHIMA""",29 B.I.M,NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,CONOCOTO,PICHINCHA  / QUITO  / CONOCOTO,SIERRA
107,CUARTEL GENERAL DEL COIM,C.C.G CO.I.M (-),NO ENCONTRADO,NO ENCONTRADO,PICHINCHA,QUITO ,CONOCOTO,PICHINCHA  / QUITO  / CONOCOTO,SIERRA
108,"GRUPO DE CABALLERÍA MECANIZADA DE LA III.D.E ""GRAL. DÍVALOS""",G.C.M III.D.E,III.D.E,C.O.T,AZUAY,CUENCA ,CUENCA,AZUAY  / CUENCA  / CUENCA,SIERRA
109,COMPAÑIA DE COMUNICACIONES DEL CEE,C.C C.E.E,C.E.E,C.O.T,PICHINCHA,QUITO ,LA MAGDALENA,PICHINCHA  / QUITO  / LA MAGDALENA,SIERRA
110,BATALLON DE REEMPLAZOS IV-DE,B.R IV.D.E,NO ENCONTRADO,NO ENCONTRADO,PASTAZA,MERA ,SHELL,PASTAZA  / MERA  / SHELL,ORIENTE
111,SECRETARIA GENERAL CC.FF.AA,S.G CC.FF.AA,CC.FF.AA,CC.FF.AA,PICHINCHA,QUITO ,QUITO,PICHINCHA  / QUITO  / QUITO,SIERRA
112,"GRUPO DE CABALLERÍA BLINDADA NRO. 4 ""FEBRES CORDERO""",G.C.B 4,1 B.I,III.D.E,EL ORO,SANTA ROSA ,LA AVANZADA,EL ORO  / SANTA ROSA  / LA AVANZADA,COSTA
